locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
EKN05_019665	EKN05_019665	1	CP037923	3841227	3842564	+		lysine 6-monooxygenase	0.4656	61	True
EKN05_019670	EKN05_019670	1	CP037923	3842567	3844765	+		TonB-dependent receptor	0.5266	94	True
EKN05_019675	EKN05_019675	1	CP037923	3844751	3844948	-		hypothetical protein	0.4141	14	True
EKN05_019680	EKN05_019680	7	CP037923	3845022	3846178	-		IS3-like element IS600 family transposase	0.4952	54	False
EKN05_019685	EKN05_019685	1	CP037923	3846433	3846726	+		hypothetical protein	0.4286	22	False
EKN05_019690	EKN05_019690	1	CP037923	3846767	3847957	-		purine ribonucleoside efflux pump NepI	0.5298	46	False
EKN05_019695	EKN05_019695	1	CP037923	3848168	3848620	-		DUF1198 domain-containing protein	0.5232	14	True
EKN05_019700	EKN05_019700	1	CP037923	3848673	3850007	-		NCS2 family permease	0.4787	80	True
EKN05_019705	EKN05_019705	1	CP037923	3850182	3851948	+		adenine deaminase	0.5461	68	True
EKN05_019710	EKN05_019710	1	CP037923	3851994	3853385	-		hexose-6-phosphate:phosphate antiporter	0.528	59	True
EKN05_019715	EKN05_019715	1	CP037923	3853523	3854842	-		MFS transporter family glucose-6-phosphate receptor UhpC	0.5523	52	True
EKN05_019720	EKN05_019720	1	CP037923	3854852	3856354	-		signal transduction histidine-protein kinase/phosphatase UhpB	0.5689	52	True
EKN05_019725	EKN05_019725	1	CP037923	3856354	3856944	-		transcriptional regulator UhpA	0.5905	18	True
EKN05_019730	EKN05_019730	1	CP037923	3857019	3857309	-		acetolactate synthase 1 small subunit	0.4845	11	True
EKN05_019735	EKN05_019735	1	CP037923	3857313	3859001	-		acetolactate synthase large subunit	0.5607	47	False
EKN05_019740	EKN05_019740	1	CP037923	3859107	3859205	-		ilvB operon leader peptide IvbL	0.5758	4	False
EKN05_019745	EKN05_019745	1	CP037923	3859770	3859859	+		type I toxin-antitoxin system toxin TisB	0.4333	4	False
EKN05_019750	EKN05_019750	1	CP037923	3860139	3861323	+		multidrug efflux MFS transporter EmrD	0.5671	39	True
EKN05_019755	EKN05_019755	1	CP037923	3861331	3861828	-		radical SAM protein	0.5382	15	False
EKN05_019760	EKN05_019760	1	CP037923	3861825	3862187	-		DUF202 domain-containing protein	0.5069	19	True
EKN05_019765	EKN05_019765	1	CP037923	3862177	3862524	-		DUF202 domain-containing protein	0.5201	17	True
EKN05_019770	EKN05_019770	1	CP037923	3862633	3863046	+		hypothetical protein	0.4734	18	True
EKN05_019775	EKN05_019775	1	CP037923	3863093	3864559	-		DUF4976 domain-containing protein	0.5181	67	True
EKN05_019780	EKN05_019780	1	CP037923	3864570	3866285	-		solute:sodium symporter family transporter	0.5286	74	True
EKN05_019785	EKN05_019785	1	CP037923	3866452	3867345	+		AraC family transcriptional regulator	0.4351	60	True
EKN05_019790	EKN05_019790	7	CP037923	3867342	3868156	-		inactive 6-phospho-alpha-glucosidase	0.535	27	True
EKN05_019795	EKN05_019795	1	CP037923	3868156	3869769	-		PTS sugar transporter subunit IIB	0.5217	56	True
EKN05_019800	EKN05_019800	7	CP037923	3870064	3870737	+		GntR family transcriptional regulator	0.5134	28	True
EKN05_019805	EKN05_019805	1	CP037923	3870776	3872437	-		putative transporter	0.5289	71	True
EKN05_019810	EKN05_019810	1	CP037923	3872633	3873061	-		heat shock chaperone IbpB	0.4872	23	False
EKN05_019815	EKN05_019815	1	CP037923	3873173	3873586	-		heat shock chaperone IbpA	0.4734	24	True
EKN05_019820	EKN05_019820	1	CP037923	3873891	3874223	+		YceK/YidQ family lipoprotein	0.5405	13	True
EKN05_019825	EKN05_019825	1	CP037923	3874225	3875478	-		DUF3748 domain-containing protein	0.5407	54	True
EKN05_019830	EKN05_019830	1	CP037923	3875546	3876646	+		colicin M resistance protein	0.515	44	True
EKN05_019835	EKN05_019835	1	CP037923	3876607	3877899	-		MFS transporter	0.5305	57	True
EKN05_019840	EKN05_019840	7	CP037923	3878019	3879167	-		galactonate dehydratase	0.5187	48	True
EKN05_019845	EKN05_019845	1	CP037923	3879164	3879781	-		2-dehydro-3-deoxy-6-phosphogalactonate aldolase	0.5922	21	False
EKN05_019850	EKN05_019850	1	CP037923	3879765	3880643	-		2-dehydro-3-deoxygalactonokinase	0.5472	27	True
EKN05_019855	EKN05_019855	1	CP037923	3880640	3881329	-		FadR family transcriptional regulator	0.5522	21	True
EKN05_019860	EKN05_019860	1	CP037923	3881607	3882263	+		hypothetical protein	0.4262	42	False
EKN05_019865	EKN05_019865	1	CP037923	3882309	3883121	-		sugar-phosphatase	0.5105	39	True
EKN05_019870	EKN05_019870	1	CP037923	3883235	3883642	-		DUF937 domain-containing protein	0.5049	12	False
EKN05_019875	EKN05_019875	1	CP037923	3883873	3886287	-		DNA gyrase subunit B	0.5474	86	False
EKN05_019880	EKN05_019880	1	CP037923	3886316	3887389	-		DNA replication/repair protein RecF	0.5419	43	True
EKN05_019885	EKN05_019885	1	CP037923	3887389	3888489	-		DNA polymerase III subunit beta	0.5413	35	False
EKN05_019890	EKN05_019890	1	CP037923	3888494	3889897	-		chromosomal replication initiator protein DnaA	0.5363	54	False
EKN05_019895	EKN05_019895	1	CP037923	3890194	3890274	+		hypothetical protein	0.4074	7	True
EKN05_019900	EKN05_019900	1	CP037923	3890504	3890644	+		50S ribosomal protein L34	0.5177	7	False
EKN05_019905	EKN05_019905	1	CP037923	3890661	3891020	+		ribonuclease P protein component	0.5611	10	False
EKN05_019910	EKN05_019910	1	CP037923	3890984	3891241	+		membrane protein insertion efficiency factor YidD	0.5465	11	False
EKN05_019915	EKN05_019915	1	CP037923	3891244	3892890	+		membrane protein insertase YidC	0.5355	61	False
EKN05_019920	EKN05_019920	1	CP037923	3892996	3894360	+		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	0.5663	46	True
EKN05_019925	EKN05_019925	1	CP037923	3894602	3894676	+		tryptophanase leader peptide	0.36	6	True
EKN05_019930	EKN05_019930	1	CP037923	3894897	3896312	+		tryptophanase	0.5035	85	True
EKN05_019935	EKN05_019935	1	CP037923	3896403	3897650	+		low affinity tryptophan permease TnaB	0.4663	71	True
EKN05_019940	EKN05_019940	1	CP037923	3897782	3898957	+		multidrug efflux MFS transporter MdtL	0.5281	51	True
EKN05_019945	EKN05_019945	7	CP037923	3898932	3899579	+		HTH-type transcriptional regulator YidZ	0.5247	23	True
EKN05_019950	EKN05_019950	7	CP037923	3899624	3900780	-		IS3-like element IS600 family transposase	0.4952	54	False
EKN05_019955	EKN05_019955	1	CP037923	3900796	3901158	+		transcriptional regulator	0.5096	17	True
EKN05_019960	EKN05_019960	1	CP037923	3901315	3902064	+		hypothetical protein	0.5213	26	True
EKN05_019965	EKN05_019965	1	CP037923	3902086	3902652	+		NAD(P)H-dependent chromate oxidoreductase YieF	0.5309	18	True
EKN05_019970	EKN05_019970	1	CP037923	3902706	3904043	-		NCS2 family permease	0.5262	58	True
EKN05_019975	EKN05_019975	1	CP037923	3904208	3904864	+		6-phosphogluconate phosphatase	0.4855	36	True
EKN05_019980	EKN05_019980	1	CP037923	3904931	3905404	+		protein CbrB	0.4409	28	True
EKN05_019985	EKN05_019985	1	CP037923	3905572	3906246	+		IS66 family insertion sequence hypothetical protein	0.5007	29	False
EKN05_019990	EKN05_019990	1	CP037923	3906243	3906593	+		IS66 family insertion sequence element accessory protein TnpB	0.5499	11	False
EKN05_019995	EKN05_019995	1	CP037923	3906590	3908191	+		IS66-like element ISSfl3 family transposase	0.5225	59	False
EKN05_020000	EKN05_020000	1	CP037923	3908246	3908782	+		hypothetical protein	0.4432	23	True
EKN05_020005	EKN05_020005	7	CP037923	3908844	3909245	-		glucosamine-6-phosphate deaminase	0.5249	12	False
EKN05_020010	EKN05_020010	1	CP037923	3909238	3910416	-		esterase family protein	0.5055	62	False
EKN05_020015	EKN05_020015	1	CP037923	3910443	3912059	-		carbohydrate porin	0.4502	104	False
EKN05_020020	EKN05_020020	1	CP037923	3912145	3913539	-		glycoside hydrolase family 1 protein	0.4796	75	True
EKN05_020025	EKN05_020025	1	CP037923	3913558	3915435	-		PTS beta-glucoside transporter subunit IIABC	0.5144	84	True
EKN05_020030	EKN05_020030	1	CP037923	3915569	3916405	-		transcriptional antiterminator BglG	0.4301	47	True
EKN05_020035	EKN05_020035	1	CP037923	3916692	3917417	-		phosphate signaling complex protein PhoU	0.522	31	True
EKN05_020040	EKN05_020040	1	CP037923	3917432	3918205	-		phosphate ABC transporter ATP-binding protein PstB	0.5258	25	True
EKN05_020045	EKN05_020045	1	CP037923	3918297	3919187	-		phosphate ABC transporter permease PstA	0.569	30	False
EKN05_020050	EKN05_020050	1	CP037923	3919187	3920146	-		phosphate ABC transporter permease PstC	0.5479	41	True
EKN05_020055	EKN05_020055	1	CP037923	3920233	3921273	-		phosphate ABC transporter substrate-binding protein PstS	0.5139	47	True
EKN05_020060	EKN05_020060	1	CP037923	3921521	3922594	-		fimbrial protein	0.3929	96	False
EKN05_020065	EKN05_020065	1	CP037923	3922605	3925127	-		fimbrial biogenesis outer membrane usher protein	0.4701	146	True
EKN05_020070	EKN05_020070	7	CP037923	3925228	3926501	+		IS3-like element IS2 family transposase	0.5353	53	False
EKN05_020075	EKN05_020075	7	CP037923	3926512	3927153	-		fimbrial chaperone	0.433	45	True
EKN05_020080	EKN05_020080	1	CP037923	3927267	3927839	-		fimbrial protein	0.4747	39	False
EKN05_020085	EKN05_020085	1	CP037923	3928131	3929459	-		IS4 family transposase	0.5425	42	False
EKN05_020090	EKN05_020090	1	CP037923	3929632	3931128	+		ATPase RavA	0.4937	62	True
EKN05_020095	EKN05_020095	1	CP037923	3931122	3932573	+		ATPase RavA stimulator ViaA	0.5262	50	True
EKN05_020100	EKN05_020100	1	CP037923	3932578	3933570	-		aspartate--ammonia ligase	0.565	24	True
EKN05_020105	EKN05_020105	1	CP037923	3933722	3934180	+		transcriptional regulator AsnC	0.4924	22	True
EKN05_020110	EKN05_020110	1	CP037923	3934270	3934713	+		FMN-binding protein MioC	0.5	16	True
EKN05_020115	EKN05_020115	1	CP037923	3935092	3936981	+		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	0.5455	70	True
EKN05_020120	EKN05_020120	1	CP037923	3937045	3937668	+		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	0.4856	30	True
EKN05_020125	EKN05_020125	1	CP037923	3938285	3938665	+		F0F1 ATP synthase subunit I	0.5197	15	False
EKN05_020130	EKN05_020130	1	CP037923	3938674	3939489	+		F0F1 ATP synthase subunit A	0.4988	30	False
EKN05_020135	EKN05_020135	1	CP037923	3939536	3939775	+		F0F1 ATP synthase subunit C	0.5417	11	False
EKN05_020140	EKN05_020140	1	CP037923	3939837	3940307	+		F0F1 ATP synthase subunit B	0.5265	14	False
EKN05_020145	EKN05_020145	1	CP037923	3940322	3940855	+		F0F1 ATP synthase subunit delta	0.5169	19	False
EKN05_020150	EKN05_020150	1	CP037923	3940868	3942409	+		F0F1 ATP synthase subunit alpha	0.5337	58	False
EKN05_020155	EKN05_020155	1	CP037923	3942460	3943323	+		F0F1 ATP synthase subunit gamma	0.5347	32	False
EKN05_020160	EKN05_020160	1	CP037923	3943350	3944732	+		F0F1 ATP synthase subunit beta	0.5488	58	False
EKN05_020165	EKN05_020165	1	CP037923	3944753	3945172	+		F0F1 ATP synthase subunit epsilon	0.5524	14	False
EKN05_020170	EKN05_020170	1	CP037923	3945524	3946894	+		bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	0.531	56	False
EKN05_020175	EKN05_020175	1	CP037923	3947056	3948885	+		glutamine--fructose-6-phosphate transaminase (isomerizing)	0.5388	66	False
EKN05_020180	EKN05_020180	1	CP037923	3949006	3950334	+		IS4 family transposase	0.5425	42	False
EKN05_020185	EKN05_020185	7	CP037923	3950491	3952358	+		low affinity potassium transporter Kup	0.5155	86	False
EKN05_020190	EKN05_020190	1	CP037923	3952525	3952944	+		D-ribose pyranase	0.469	18	False
EKN05_020195	EKN05_020195	1	CP037923	3952952	3953308	+		ATP-binding cassette domain-containing protein	0.5042	17	False
EKN05_020200	EKN05_020200	7	CP037923	3953359	3954056	+		IS1 family transposase	0.5287	26	False
EKN05_020205	EKN05_020205	7	CP037923	3954080	3955233	+		ribose ABC transporter ATP-binding protein RbsA	0.5078	42	True
EKN05_020210	EKN05_020210	1	CP037923	3955238	3956203	+		ribose ABC transporter permease	0.53	43	True
EKN05_020215	EKN05_020215	7	CP037923	3956228	3957114	+		ribose ABC transporter substrate-binding protein RbsB	0.531	30	True
EKN05_020220	EKN05_020220	1	CP037923	3957240	3958169	+		ribokinase	0.5237	41	True
EKN05_020225	EKN05_020225	1	CP037923	3958173	3959165	+		transcriptional regulator RbsR	0.5045	49	True
EKN05_020230	EKN05_020230	1	CP037923	3959131	3960558	-		DHA2 family efflux MFS transporter permease subunit	0.4902	86	True
EKN05_020235	EKN05_020235	1	CP037923	3960581	3961273	-		FadR family transcriptional regulator	0.4935	30	True
EKN05_020240	EKN05_020240	2	CP037923	3961754	3963307	+		16S ribosomal RNA	0.5418	70	False
EKN05_020245	EKN05_020245	5	CP037923	3963381	3963456	+		tRNA-Glu	0.6447	3	False
EKN05_020250	EKN05_020250	2	CP037923	3963641	3966565	+		23S ribosomal RNA	0.5337	148	False
EKN05_020255	EKN05_020255	2	CP037923	3966649	3966764	+		5S ribosomal RNA	0.6552	4	False
EKN05_020260	EKN05_020260	5	CP037923	3966819	3966895	+		tRNA-Asp	0.6364	3	False
EKN05_020265	EKN05_020265	5	CP037923	3966904	3966979	+		tRNA-Trp	0.5921	2	False
EKN05_020270	EKN05_020270	1	CP037923	3967075	3967914	-		HTH-type transcriptional regulator HdfR	0.4869	41	False
EKN05_020275	EKN05_020275	1	CP037923	3968033	3968371	+		macrodomain Ori organization protein MaoP	0.4808	16	True
EKN05_020280	EKN05_020280	1	CP037923	3968396	3969916	-		ATP-dependent protease	0.5062	70	True
EKN05_020285	EKN05_020285	1	CP037923	3970268	3970366	+		ilv operon leader peptide	0.5354	6	False
EKN05_020290	EKN05_020290	1	CP037923	3970452	3970502	+		hypothetical protein	0.3725	2	False
EKN05_020295	EKN05_020295	1	CP037923	3970505	3972151	+		acetolactate synthase 2 catalytic subunit	0.5452	57	False
EKN05_020300	EKN05_020300	1	CP037923	3972148	3972411	+		acetolactate synthase 2 small subunit	0.4924	11	False
EKN05_020305	EKN05_020305	1	CP037923	3972431	3973360	+		branched-chain-amino-acid transaminase	0.5441	31	True
EKN05_020310	EKN05_020310	1	CP037923	3973425	3975275	+		dihydroxy-acid dehydratase	0.5646	54	True
EKN05_020315	EKN05_020315	1	CP037923	3975278	3976822	+		threonine ammonia-lyase, biosynthetic	0.5864	37	True
EKN05_020320	EKN05_020320	1	CP037923	3976819	3977709	-		HTH-type transcriptional activator IlvY	0.5769	21	True
EKN05_020325	EKN05_020325	1	CP037923	3977859	3979334	+		ketol-acid reductoisomerase	0.5359	59	True
EKN05_020330	EKN05_020330	1	CP037923	3979380	3979661	-		peptidylprolyl isomerase C	0.5106	11	False
EKN05_020335	EKN05_020335	1	CP037923	3979748	3981769	+		ATP-dependent DNA helicase Rep	0.5366	67	False
EKN05_020340	EKN05_020340	1	CP037923	3981816	3983300	-		guanosine-5'-triphosphate,3'-diphosphate diphosphatase	0.5354	52	True
EKN05_020345	EKN05_020345	1	CP037923	3983434	3984699	-		ATP-dependent RNA helicase RhlB	0.5245	54	False
EKN05_020350	EKN05_020350	1	CP037923	3984830	3985159	+		thioredoxin TrxA	0.5121	9	False
EKN05_020355	EKN05_020355	1	CP037923	3985300	3985401	+		rho operon leader peptide rhoL	0.4902	1	False
EKN05_020360	EKN05_020360	1	CP037923	3985486	3986745	+		transcription termination factor Rho	0.5008	51	False
EKN05_020365	EKN05_020365	1	CP037923	3986985	3988088	+		UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	0.4928	54	False
EKN05_020370	EKN05_020370	1	CP037923	3988100	3989146	+		ECA polysaccharide chain length modulation protein	0.5244	41	True
EKN05_020375	EKN05_020375	1	CP037923	3989202	3990332	+		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	0.5252	43	True
EKN05_020380	EKN05_020380	1	CP037923	3990329	3991591	+		UDP-N-acetyl-D-mannosamine dehydrogenase	0.5384	44	True
EKN05_020385	EKN05_020385	1	CP037923	3991591	3992658	+		dTDP-glucose 4,6-dehydratase	0.5365	42	True
EKN05_020390	EKN05_020390	1	CP037923	3992677	3993558	+		glucose-1-phosphate thymidylyltransferase	0.5499	36	False
EKN05_020395	EKN05_020395	1	CP037923	3993536	3994210	+		dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	0.5556	29	True
EKN05_020400	EKN05_020400	1	CP037923	3994215	3995345	+		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	0.5447	43	True
EKN05_020405	EKN05_020405	1	CP037923	3995347	3996597	+		lipid III flippase WzxE	0.5316	64	False
EKN05_020410	EKN05_020410	1	CP037923	3996594	3997673	+		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	0.525	42	False
EKN05_020415	EKN05_020415	1	CP037923	3997670	3999022	+		O-antigen assembly polymerase	0.5196	52	False
EKN05_020420	EKN05_020420	1	CP037923	3999025	3999765	+		lipopolysaccharide N-acetylmannosaminouronosyltransferase	0.5344	32	False
EKN05_020425	EKN05_020425	1	CP037923	3999956	4001341	+		amino acid permease	0.5332	60	True
EKN05_020430	EKN05_020430	5	CP037923	4001444	4001520	+		tRNA-Arg	0.6753	2	False
EKN05_020435	EKN05_020435	5	CP037923	4001579	4001654	+		tRNA-His	0.5263	4	False
EKN05_020440	EKN05_020440	5	CP037923	4001675	4001761	+		tRNA-Leu	0.6092	4	False
EKN05_020445	EKN05_020445	5	CP037923	4001804	4001880	+		tRNA-Pro	0.6234	2	False
EKN05_020450	EKN05_020450	1	CP037923	4002027	4003262	+		anaerobic sulfatase maturase	0.5129	48	False
EKN05_020455	EKN05_020455	7	CP037923	4003432	4004705	-		IS3-like element IS2 family transposase	0.5353	53	False
EKN05_020460	EKN05_020460	1	CP037923	4005522	4006718	-		protoheme IX biogenesis protein HemY	0.543	41	True
EKN05_020465	EKN05_020465	1	CP037923	4006721	4007920	-		uroporphyrinogen-III C-methyltransferase	0.535	42	True
EKN05_020470	EKN05_020470	1	CP037923	4007942	4008682	-		uroporphyrinogen-III synthase	0.529	32	False
EKN05_020475	EKN05_020475	1	CP037923	4008679	4009641	-		hydroxymethylbilane synthase	0.5556	40	False
EKN05_020480	EKN05_020480	1	CP037923	4010007	4012553	+		class I adenylate cyclase	0.5226	117	True
EKN05_020485	EKN05_020485	1	CP037923	4012593	4012913	-		iron donor protein CyaY	0.5389	6	False
EKN05_020490	EKN05_020490	7	CP037923	4012961	4014270	-		DKNYY family protein	0.4626	86	False
EKN05_020495	EKN05_020495	1	CP037923	4014267	4014572	-		hypothetical protein	0.4837	16	True
EKN05_020500	EKN05_020500	1	CP037923	4014594	4015745	-		hypothetical protein	0.4983	52	True
EKN05_020505	EKN05_020505	1	CP037923	4015934	4016137	+		hypothetical protein	0.5245	10	False
EKN05_020510	EKN05_020510	1	CP037923	4016174	4016998	+		diaminopimelate epimerase	0.5527	33	False
EKN05_020515	EKN05_020515	1	CP037923	4016995	4017702	+		DUF484 domain-containing protein	0.5593	23	True
EKN05_020520	EKN05_020520	1	CP037923	4017699	4018595	+		tyrosine recombinase XerC	0.5396	38	False
EKN05_020525	EKN05_020525	1	CP037923	4018595	4019311	+		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	0.5523	18	True
EKN05_020530	EKN05_020530	1	CP037923	4019395	4021557	+		DNA helicase II	0.5747	87	False
EKN05_020535	EKN05_020535	1	CP037923	4021704	4022135	-		hypothetical protein	0.456	22	True
EKN05_020540	EKN05_020540	1	CP037923	4022229	4023557	+		IS4 family transposase	0.5425	42	False
EKN05_020545	EKN05_020545	1	CP037923	4023568	4023906	-		hypothetical protein	0.4985	16	True
EKN05_020550	EKN05_020550	1	CP037923	4024276	4025226	+		magnesium/cobalt transporter CorA	0.5268	36	False
EKN05_020555	EKN05_020555	1	CP037923	4025267	4025647	-		DUF2628 domain-containing protein	0.3412	32	True
EKN05_020560	EKN05_020560	1	CP037923	4025661	4026071	-		hypothetical protein	0.3333	38	True
EKN05_020565	EKN05_020565	1	CP037923	4026130	4027020	-		EamA family transporter RarD	0.5073	44	True
EKN05_020570	EKN05_020570	1	CP037923	4027072	4027539	-		thioesterase family protein	0.5321	22	True
EKN05_020575	EKN05_020575	1	CP037923	4027704	4028573	+		phospholipase A	0.5115	53	True
EKN05_020580	EKN05_020580	1	CP037923	4028706	4030535	+		ATP-dependent DNA helicase RecQ	0.5497	65	True
EKN05_020585	EKN05_020585	1	CP037923	4030599	4031219	+		threonine export protein RhtC	0.5137	24	True
EKN05_020590	EKN05_020590	1	CP037923	4031281	4031901	-		homoserine/homoserine lactone efflux protein	0.5201	25	True
EKN05_020595	EKN05_020595	1	CP037923	4032012	4033034	+		lysophospholipase L2	0.5357	42	True
EKN05_020600	EKN05_020600	1	CP037923	4033042	4033842	+		sugar/pyridoxal phosphate phosphatase YigL	0.5169	34	True
EKN05_020605	EKN05_020605	1	CP037923	4033918	4034817	+		biotin transporter	0.5489	42	True
